Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status
alpha-classic-bk-locking-liner,,,,,,,,,MAX,,6mm,,Large+,ALL-5868-X,500,,,continue,manual,700.35,,TRUE,TRUE,,,,,,,,
alpha-classic-bk-locking-liner,,,,,,,,,MAX,,9mm,,Medium,ALL-5890-X,500,,,continue,manual,700.35,,TRUE,TRUE,,,,,,,,
alpha-classic-bk-locking-liner,,,,,,,,,MAX,,9mm,,Small,ALL-5893-X,500,,,continue,manual,700.35,,TRUE,TRUE,,,,,,,,
alpha-classic-bk-locking-liner,,,,,,,,,MAX,,9mm,,Medium+,ALL-5894-X,500,,,continue,manual,700.35,,TRUE,TRUE,,,,,,,,
alpha-classic-bk-locking-liner,,,,,,,,,MAX,,9mm,,Large,ALL-5896-X,500,,,continue,manual,700.35,,TRUE,TRUE,,,,,,,,
alpha-classic-bk-locking-liner,,,,,,,,,MAX,,9mm,,X-Large,ALL-5897-X,500,,,continue,manual,700.35,,TRUE,TRUE,,,,,,,,
alpha-classic-bk-locking-liner,,,,,,,,,MAX,,9mm,,Large+,ALL-5898-X,500,,,continue,manual,700.35,,TRUE,TRUE,,,,,,,,
alpha-classic-bk-locking-liner,,,,,,,,,,,,,,,,,,continue,,,,,,,https://willowwood.com/wp-content/uploads/2024/05/Uniform-Profile.webp,2,Uniform Profile,,,,
alpha-classic-bk-locking-liner,,,,,,,,,,,,,,,,,,continue,,,,,,,https://willowwood.com/wp-content/uploads/2024/05/Progressive-Profile.webp,3,Progressive Profile,,,,
easyliner-gel-liner,EasyLiner Prosthetic Liner,"<h4>Product Overview</h4><p>The EasyLiner&reg; Prosthetic Liner is designed to provide comfort, skin protection, and dependable suspension for lower-limb prosthesis users. Engineered with a soft gel interface and durable outer fabric, the EasyLiner helps distribute pressure evenly while enhancing socket fit and daily wear comfort.</p><p>The gel formulation adapts to the residual limb to help reduce localized pressure points and shear forces. Its flexible design promotes easier donning and doffing while maintaining a secure interface within the prosthetic socket.</p><p>EasyLiner is available in Cushion and Locking configurations and multiple thickness options to accommodate varying user needs.</p><h4>Key Features &amp; Benefits</h4><ul><li>Designed for lower-limb prosthesis users</li><li>Contains antioxidants effective for amputees with adherent scar tissue, skin irritation, sensitive skin, and diabetics</li><li>Recommended for K1&ndash;K4 activity levels</li><li>Available in Cushion and Locking styles</li><li>Multiple thickness options available</li><li>Delicately conforms to the shape of the residual limb without restricting blood flow</li><li>Locking version features a Reinforced Matrix to prevent distal pistoning</li><li>High capacity to absorb vertical and shear forces</li><li>Low coefficient of static friction relieves skin from shear stress</li><li>Easy to don, even for patients with reduced manual dexterity</li></ul><h4>Specifications</h4><ul><li>Application: Below-Knee (Transtibial) and Above-Knee</li><li>Suspension Options: Cushion or Locking (pin compatible)</li><li>Available Thickness Options: 3mm, 6mm, 9mm</li><li>Tapered profile available by special order</li></ul><h4>Measuring Guide</h4><ul><li>Measure the circumference of the residual limb at 6 cm above the distal end</li><li>Consult your prosthetist to confirm sizing</li></ul><h4>Care Instructions</h4><ul><li>Clean the gel side daily using lukewarm water and a pH-balanced prosthetic cleanser</li><li>Rinse thoroughly and dry with a lint-free cloth</li><li>Allow liner to air dry completely before use</li><li>Disinfect weekly using an alcohol-based spray</li><li>Do not scrub gel or fabric surfaces</li></ul>",ALPS,,Prosthetic Liner,"liner, locking, cushion, ak, bk, easyliner, alps, prosthetic",TRUE,Suspension,Locking,Thickness,3mm,Size,16cm,ELDT-16-3HP,500,,,continue,manual,428.93,,TRUE,TRUE,,https://easyliner.com/wp-content/uploads/2022/06/easyliner-1.png,1,EasyLiner Prosthetic Liner,FALSE,EasyLiner Prosthetic Liner | AmpuMe,Shop EasyLiner Prosthetic Liner at AmpuMe. Quality prosthetic supplies shipped to your door.,active
easyliner-gel-liner,,,,,,,,,Locking,,6mm,,16cm,ELDT-16-6HP,500,,,continue,manual,428.93,,TRUE,TRUE,,,,,,,,
easyliner-gel-liner,,,,,,,,,Locking,,3mm,,20cm,ELDT-20-3HP,500,,,continue,manual,428.93,,TRUE,TRUE,,,,,,,,
easyliner-gel-liner,,,,,,,,,Locking,,6mm,,20cm,ELDT-20-6HP,500,,,continue,manual,428.93,,TRUE,TRUE,,,,,,,,
easyliner-gel-liner,,,,,,,,,Locking,,3mm,,24cm,ELDT-24-3HP,500,,,continue,manual,428.93,,TRUE,TRUE,,,,,,,,
easyliner-gel-liner,,,,,,,,,Locking,,6mm,,24cm,ELDT-24-6HP,500,,,continue,manual,428.93,,TRUE,TRUE,,,,,,,,
easyliner-gel-liner,,,,,,,,,Locking,,9mm,,24cm,ELDT-24-9,500,,,continue,manual,428.93,,TRUE,TRUE,,,,,,,,
easyliner-gel-liner,,,,,,,,,Locking,,3mm,,26cm,ELDT-26-3HP,500,,,continue,manual,428.93,,TRUE,TRUE,,,,,,,,
easyliner-gel-liner,,,,,,,,,Locking,,6mm,,26cm,ELDT-26-6HP,500,,,continue,manual,428.93,,TRUE,TRUE,,,,,,,,
easyliner-gel-liner,,,,,,,,,Locking,,3mm,,28cm,ELDT-28-3HP,500,,,continue,manual,428.93,,TRUE,TRUE,,,,,,,,
easyliner-gel-liner,,,,,,,,,Locking,,6mm,,28cm,ELDT-28-6HP,500,,,continue,manual,428.93,,TRUE,TRUE,,,,,,,,
easyliner-gel-liner,,,,,,,,,Locking,,9mm,,28cm,ELDT-28-9,500,,,continue,manual,428.93,,TRUE,TRUE,,,,,,,,
easyliner-gel-liner,,,,,,,,,Locking,,3mm,,32cm,ELDT-32-3HP,500,,,continue,manual,428.93,,TRUE,TRUE,,,,,,,,
easyliner-gel-liner,,,,,,,,,Locking,,6mm,,32cm,ELDT-32-6HP,500,,,continue,manual,428.93,,TRUE,TRUE,,,,,,,,
easyliner-gel-liner,,,,,,,,,Locking,,3mm,,38cm,ELDT-38-3HP,500,,,continue,manual,428.93,,TRUE,TRUE,,,,,,,,
easyliner-gel-liner,,,,,,,,,Locking,,6mm,,38cm,ELDT-38-6HP,500,,,continue,manual,428.93,,TRUE,TRUE,,,,,,,,
easyliner-gel-liner,,,,,,,,,Locking,,3mm,,44cm,ELDT-44-3HP,500,,,continue,manual,428.93,,TRUE,TRUE,,,,,,,,
easyliner-gel-liner,,,,,,,,,Locking,,6mm,,44cm,ELDT-44-6HP,500,,,continue,manual,428.93,,TRUE,TRUE,,,,,,,,
easyliner-gel-liner,,,,,,,,,Locking,,3mm,,35cm,ELDT35-3 HP,500,,,continue,manual,428.93,,TRUE,TRUE,,,,,,,,
easyliner-gel-liner,,,,,,,,,Locking,,6mm,,35cm,ELDT35-6 HP,500,,,continue,manual,428.93,,TRUE,TRUE,,,,,,,,
easyliner-gel-liner,,,,,,,,,Cushion,,3mm,,10cm,ELFR-10-3,500,,,continue,manual,428.93,,TRUE,TRUE,,,,,,,,
easyliner-gel-liner,,,,,,,,,Cushion,,6mm,,10cm,ELFR-10-6,500,,,continue,manual,428.93,,TRUE,TRUE,,,,,,,,
easyliner-gel-liner,,,,,,,,,Cushion,,3mm,,16cm,ELFR-16-3,500,,,continue,manual,428.93,,TRUE,TRUE,,,,,,,,
easyliner-gel-liner,,,,,,,,,Cushion,,6mm,,16cm,ELFR-16-6,500,,,continue,manual,428.93,,TRUE,TRUE,,,,,,,,
easyliner-gel-liner,,,,,,,,,Cushion,,3mm,,20cm,ELFR-20-3,500,,,continue,manual,428.93,,TRUE,TRUE,,,,,,,,
easyliner-gel-liner,,,,,,,,,Cushion,,6mm,,20cm,ELFR-20-6,500,,,continue,manual,428.93,,TRUE,TRUE,,,,,,,,
easyliner-gel-liner,,,,,,,,,Cushion,,3mm,,24cm,ELFR-24-3,500,,,continue,manual,428.93,,TRUE,TRUE,,,,,,,,
easyliner-gel-liner,,,,,,,,,Cushion,,6mm,,24cm,ELFR-24-6,500,,,continue,manual,428.93,,TRUE,TRUE,,,,,,,,
easyliner-gel-liner,,,,,,,,,Cushion,,9mm,,24cm,ELFR-24-9,500,,,continue,manual,428.93,,TRUE,TRUE,,,,,,,,
easyliner-gel-liner,,,,,,,,,Cushion,,3mm,,26cm,ELFR-26-3,500,,,continue,manual,428.93,,TRUE,TRUE,,,,,,,,
easyliner-gel-liner,,,,,,,,,Cushion,,6mm,,26cm,ELFR-26-6,500,,,continue,manual,428.93,,TRUE,TRUE,,,,,,,,
easyliner-gel-liner,,,,,,,,,Cushion,,3mm,,28cm,ELFR-28-3,500,,,continue,manual,428.93,,TRUE,TRUE,,,,,,,,
easyliner-gel-liner,,,,,,,,,Cushion,,6mm,,28cm,ELFR-28-6,500,,,continue,manual,428.93,,TRUE,TRUE,,,,,,,,
easyliner-gel-liner,,,,,,,,,Cushion,,9mm,,28cm,ELFR-28-9,500,,,continue,manual,428.93,,TRUE,TRUE,,,,,,,,
easyliner-gel-liner,,,,,,,,,Cushion,,3mm,,32cm,ELFR-32-3,500,,,continue,manual,428.93,,TRUE,TRUE,,,,,,,,
easyliner-gel-liner,,,,,,,,,Cushion,,6mm,,32cm,ELFR-32-6,500,,,continue,manual,428.93,,TRUE,TRUE,,,,,,,,
easyliner-gel-liner,,,,,,,,,Cushion,,3mm,,38cm,ELFR-38-3,500,,,continue,manual,428.93,,TRUE,TRUE,,,,,,,,
easyliner-gel-liner,,,,,,,,,Cushion,,6mm,,38cm,ELFR-38-6 HP,500,,,continue,manual,451.50,,TRUE,TRUE,,,,,,,,
easyliner-gel-liner,,,,,,,,,Cushion,,3mm,,44cm,ELFR-44-3,500,,,continue,manual,428.93,,TRUE,TRUE,,,,,,,,
easyliner-gel-liner,,,,,,,,,Cushion,,6mm,,44cm,ELFR-44-6,500,,,continue,manual,428.93,,TRUE,TRUE,,,,,,,,
easyliner-gel-liner,,,,,,,,,Cushion,,3mm,,35cm,ELFR35-3 HP,500,,,continue,manual,428.93,,TRUE,TRUE,,,,,,,,
easyliner-gel-liner,,,,,,,,,Cushion,,6mm,,35cm,ELFR35-6 HP,500,,,continue,manual,428.93,,TRUE,TRUE,,,,,,,,
general-purpose-liner,ALPS General Purpose Prosthetic Liner,"<h4>Product Overview</h4><p>The ALPS&reg; General Purpose Prosthetic Liner is designed to provide comfortable socket fit, reliable suspension, and adaptable cushioning for a wide variety of prosthesis users. Made with ALPS Grip Gel, this liner ensures optimum adhesion while comfortably conforming to the shape of the residual limb.</p><p>The softer durometer Grip Gel is engineered for easier application, making it especially suitable for individuals with reduced hand dexterity. The liner elongates and gently conforms during ambulation, helping to reduce the potential for blood flow restriction.</p><p>Recommended for users with low activity levels, healthy skin conditions, irregular limb shapes, and bony prominences requiring added protection.</p><h4>Key Features &amp; Benefits</h4><ul><li>Available for Above-Knee (AK) and Below-Knee (BK) users</li><li>Conforms to the residual limb shape over time</li><li>Grip Gel provides reliable adhesion between limb and prosthesis</li><li>Protects bony prominences</li><li>Engineered for irregularly shaped residual limbs</li><li>Soft durometer gel for easier donning</li><li>Available in 3mm and 6mm uniform thicknesses</li><li>Available in Cushion and Locking configurations</li><li>Premium seamless knit outer covering</li><li>Latex-free and hypoallergenic</li><li>Made in the USA</li></ul><h4>Gel Technology</h4><p>Constructed from ALPS Grip Gel (Thermoplastic Elastomer &ndash; TPE). The tackiness of Grip Gel helps reduce bunching in the popliteal area while ensuring ideal adhesion. The gel provides softness, strength, and cushioning, helping relieve the residual limb from stress generated by vertical and shear forces.</p><h4>Fabric Technology</h4><p>The seamless beige knit outer fabric offers both vertical and horizontal stretch. Its superior elongation allows the liner to conform gently to the residual limb while helping minimize circulatory restriction.</p><h4>Specifications</h4><ul><li>Amputation Level: Above-Knee (AK) and Below-Knee (BK)</li><li>Activity Level: Recommended for K1&ndash;K4</li><li>Gel Type: ALPS Grip Gel (TPE)</li><li>Thickness Options: 3mm or 6mm Uniform</li><li>Fabric: Seamless Beige Knit</li><li>Suspension: Cushion or Locking (Reinforced Matrix)</li></ul><h4>Measuring Guide</h4><ul><li>Measure the circumference of the residual limb at 6 cm above the distal end</li><li>Consult your prosthetist to confirm sizing prior to ordering</li></ul><h4>Care Instructions</h4><ul><li>Clean gel side daily using lukewarm water and a pH-balanced prosthetic cleanser</li><li>Do not scrub gel or fabric surfaces</li><li>Rinse thoroughly and dry with a lint-free cloth</li><li>Disinfect weekly using ethyl alcohol spray, rinse, and dry</li><li>Avoid animal-based lotions or powders, as they may damage the liner</li></ul>",ALPS,,Prosthetic Liner,"liner, locking, cushion, ak, bk, general-purpose, alps, prosthetic",TRUE,Suspension,Locking,Thickness,3mm,Size,X-Large,GPDT-XL,500,,,continue,manual,418.95,,TRUE,TRUE,,https://easyliner.com/wp-content/uploads/2022/06/General-Purpose-1.png,1,ALPS General Purpose Prosthetic Liner,FALSE,ALPS General Purpose Prosthetic Liner | AmpuMe,Shop ALPS General Purpose Prosthetic Liner at AmpuMe. Quality prosthetic supplies shipped to your door.,active
general-purpose-liner,,,,,,,,,Locking,,3mm,,16cm,GPDT16-3,500,,,continue,manual,339.15,,TRUE,TRUE,,,,,,,,
general-purpose-liner,,,,,,,,,Locking,,6mm,,16cm,GPDT16-6,500,,,continue,manual,339.15,,TRUE,TRUE,,,,,,,,
general-purpose-liner,,,,,,,,,Locking,,3mm,,20cm,GPDT20-3,500,,,continue,manual,339.15,,TRUE,TRUE,,,,,,,,
general-purpose-liner,,,,,,,,,Locking,,6mm,,20cm,GPDT20-6,500,,,continue,manual,339.15,,TRUE,TRUE,,,,,,,,
general-purpose-liner,,,,,,,,,Locking,,3mm,,24cm,GPDT24-3,500,,,continue,manual,339.15,,TRUE,TRUE,,,,,,,,
general-purpose-liner,,,,,,,,,Locking,,6mm,,24cm,GPDT24-6,500,,,continue,manual,339.15,,TRUE,TRUE,,,,,,,,
general-purpose-liner,,,,,,,,,Locking,,3mm,,26cm,GPDT26-3,500,,,continue,manual,339.15,,TRUE,TRUE,,,,,,,,
general-purpose-liner,,,,,,,,,Locking,,6mm,,26cm,GPDT26-6,500,,,continue,manual,339.15,,TRUE,TRUE,,,,,,,,
general-purpose-liner,,,,,,,,,Locking,,3mm,,28cm,GPDT28-3,500,,,continue,manual,339.15,,TRUE,TRUE,,,,,,,,
general-purpose-liner,,,,,,,,,Locking,,6mm,,28cm,GPDT28-6,500,,,continue,manual,339.15,,TRUE,TRUE,,,,,,,,
general-purpose-liner,,,,,,,,,Locking,,3mm,,32cm,GPDT32-3,500,,,continue,manual,339.15,,TRUE,TRUE,,,,,,,,
general-purpose-liner,,,,,,,,,Locking,,6mm,,32cm,GPDT32-6,500,,,continue,manual,339.15,,TRUE,TRUE,,,,,,,,
general-purpose-liner,,,,,,,,,Locking,,3mm,,35cm,GPDT35-3,500,,,continue,manual,339.15,,TRUE,TRUE,,,,,,,,
general-purpose-liner,,,,,,,,,Locking,,6mm,,35cm,GPDT35-6,500,,,continue,manual,339.15,,TRUE,TRUE,,,,,,,,
general-purpose-liner,,,,,,,,,Locking,,3mm,,38cm,GPDT38-3,500,,,continue,manual,339.15,,TRUE,TRUE,,,,,,,,
general-purpose-liner,,,,,,,,,Locking,,6mm,,38cm,GPDT38-6,500,,,continue,manual,339.15,,TRUE,TRUE,,,,,,,,
general-purpose-liner,,,,,,,,,Locking,,3mm,,44cm,GPDT44-3,500,,,continue,manual,339.15,,TRUE,TRUE,,,,,,,,
general-purpose-liner,,,,,,,,,Locking,,6mm,,44cm,GPDT44-6,500,,,continue,manual,339.15,,TRUE,TRUE,,,,,,,,
general-purpose-liner,,,,,,,,,Cushion,,3mm,,16cm,GPFR16-3,500,,,continue,manual,339.15,,TRUE,TRUE,,,,,,,,
general-purpose-liner,,,,,,,,,Cushion,,6mm,,16cm,GPFR16-6,500,,,continue,manual,339.15,,TRUE,TRUE,,,,,,,,
general-purpose-liner,,,,,,,,,Cushion,,3mm,,20cm,GPFR20-3,500,,,continue,manual,339.15,,TRUE,TRUE,,,,,,,,
general-purpose-liner,,,,,,,,,Cushion,,6mm,,20cm,GPFR20-6,500,,,continue,manual,339.15,,TRUE,TRUE,,,,,,,,
general-purpose-liner,,,,,,,,,Cushion,,3mm,,24cm,GPFR24-3,500,,,continue,manual,339.15,,TRUE,TRUE,,,,,,,,
general-purpose-liner,,,,,,,,,Cushion,,6mm,,24cm,GPFR24-6,500,,,continue,manual,339.15,,TRUE,TRUE,,,,,,,,
general-purpose-liner,,,,,,,,,Cushion,,3mm,,26cm,GPFR26-3,500,,,continue,manual,339.15,,TRUE,TRUE,,,,,,,,
general-purpose-liner,,,,,,,,,Cushion,,6mm,,26cm,GPFR26-6,500,,,continue,manual,339.15,,TRUE,TRUE,,,,,,,,
general-purpose-liner,,,,,,,,,Cushion,,3mm,,28cm,GPFR28-3,500,,,continue,manual,339.15,,TRUE,TRUE,,,,,,,,
general-purpose-liner,,,,,,,,,Cushion,,6mm,,28cm,GPFR28-6,500,,,continue,manual,339.15,,TRUE,TRUE,,,,,,,,
general-purpose-liner,,,,,,,,,Cushion,,3mm,,32cm,GPFR32-3,500,,,continue,manual,339.15,,TRUE,TRUE,,,,,,,,
general-purpose-liner,,,,,,,,,Cushion,,6mm,,32cm,GPFR32-6,500,,,continue,manual,339.15,,TRUE,TRUE,,,,,,,,
general-purpose-liner,,,,,,,,,Cushion,,3mm,,35cm,GPFR35-3,500,,,continue,manual,339.15,,TRUE,TRUE,,,,,,,,
general-purpose-liner,,,,,,,,,Cushion,,6mm,,35cm,GPFR35-6,500,,,continue,manual,339.15,,TRUE,TRUE,,,,,,,,
general-purpose-liner,,,,,,,,,Cushion,,3mm,,38cm,GPFR38-3,500,,,continue,manual,339.15,,TRUE,TRUE,,,,,,,,
general-purpose-liner,,,,,,,,,Cushion,,6mm,,38cm,GPFR38-6,500,,,continue,manual,339.15,,TRUE,TRUE,,,,,,,,
general-purpose-liner,,,,,,,,,Cushion,,3mm,,44cm,GPFR44-3,500,,,continue,manual,339.15,,TRUE,TRUE,,,,,,,,
general-purpose-liner,,,,,,,,,Cushion,,6mm,,44cm,GPFR44-6,500,,,continue,manual,339.15,,TRUE,TRUE,,,,,,,,
knit-rite-prosthetic-sock,Knit-Rite Prosthetic Sock (3-Pack),"<h4>Product Overview</h4><p>The Knit-Rite Prosthetic Sock is a comfortable, durable sock designed for use between the residual limb and prosthetic liner or socket. Available in multiple ply weights and sizes to help manage volume changes throughout the day.</p><h4>Key Features</h4><ul><li>Sold in convenient 3-packs</li><li>Available in 3-Ply, 5-Ply, and Lightweight options</li><li>Multiple lengths and widths for optimal fit</li><li>Available with or without hole for pin-lock systems</li><li>Soft, breathable knit construction</li></ul>",Knit-Rite,,Prosthetic Sock,"sock, prosthetic, knit-rite, s3, 3-pack",TRUE,Length,Medium,Ply,3-Ply,Style,Regular w/ Hole,1S33SRMD,200,,,continue,manual,68.78,,TRUE,TRUE,,https://www.spsco.com/media/catalog/product/1/s/1s3_sock_image_main.jpg,1,Knit-Rite S3 Prosthetic Sock,FALSE,Knit-Rite Prosthetic Sock (3-Pack) | AmpuMe,Shop Knit-Rite Prosthetic Sock (3-Pack) at AmpuMe. Quality prosthetic supplies shipped to your door.,active
knit-rite-prosthetic-sock,,,,,,,,,Medium,,3-Ply,,Wide w/ Hole,1S33SWMD,200,,,continue,manual,68.78,,TRUE,TRUE,,,,,,,,
knit-rite-prosthetic-sock,,,,,,,,,Medium,,3-Ply,,Narrow w/ Hole,1S33SNMD,200,,,continue,manual,68.78,,TRUE,TRUE,,,,,,,,
knit-rite-prosthetic-sock,,,,,,,,,Medium,,5-Ply,,Narrow w/ Hole,1S35SNMD,200,,,continue,manual,68.78,,TRUE,TRUE,,,,,,,,
knit-rite-prosthetic-sock,,,,,,,,,Medium,,5-Ply,,Regular w/ Hole,1S35SRMD,200,,,continue,manual,68.78,,TRUE,TRUE,,,,,,,,
knit-rite-prosthetic-sock,,,,,,,,,Medium,,5-Ply,,Wide w/ Hole,1S35SWMD,200,,,continue,manual,68.78,,TRUE,TRUE,,,,,,,,
knit-rite-prosthetic-sock,,,,,,,,,Medium,,Lightweight,,Narrow w/ Hole,1S3SNAMD,200,,,continue,manual,68.78,,TRUE,TRUE,,,,,,,,
knit-rite-prosthetic-sock,,,,,,,,,Medium,,Lightweight,,Regular w/ Hole,1S3SRGMD,200,,,continue,manual,68.78,,TRUE,TRUE,,,,,,,,
knit-rite-prosthetic-sock,,,,,,,,,Medium,,Lightweight,,Wide w/ Hole,1S3SWDMD,200,,,continue,manual,68.78,,TRUE,TRUE,,,,,,,,
knit-rite-prosthetic-sock,,,,,,,,,Short,,3-Ply,,Regular w/ Hole,1S33SRSH,200,,,continue,manual,68.78,,TRUE,TRUE,,,,,,,,
knit-rite-prosthetic-sock,,,,,,,,,Short,,3-Ply,,Wide w/ Hole,1S33SWSH,200,,,continue,manual,68.78,,TRUE,TRUE,,,,,,,,
knit-rite-prosthetic-sock,,,,,,,,,Short,,3-Ply,,Narrow w/ Hole,1S33SNSH,200,,,continue,manual,68.78,,TRUE,TRUE,,,,,,,,
knit-rite-prosthetic-sock,,,,,,,,,Short,,5-Ply,,Wide w/ Hole,1S35SWSH,200,,,continue,manual,68.78,,TRUE,TRUE,,,,,,,,
knit-rite-prosthetic-sock,,,,,,,,,Short,,5-Ply,,Regular w/ Hole,1S35SRSH,200,,,continue,manual,68.78,,TRUE,TRUE,,,,,,,,
knit-rite-prosthetic-sock,,,,,,,,,Short,,5-Ply,,Narrow w/ Hole,1S35SNSH,200,,,continue,manual,68.78,,TRUE,TRUE,,,,,,,,
knit-rite-prosthetic-sock,,,,,,,,,Short,,Lightweight,,Regular w/ Hole,1S3SRGSH,200,,,continue,manual,68.78,,TRUE,TRUE,,,,,,,,
knit-rite-prosthetic-sock,,,,,,,,,Short,,Lightweight,,Narrow w/ Hole,1S3SNASH,200,,,continue,manual,68.78,,TRUE,TRUE,,,,,,,,
knit-rite-prosthetic-sock,,,,,,,,,Short,,Lightweight,,Wide w/ Hole,1S3SWDSH,200,,,continue,manual,68.78,,TRUE,TRUE,,,,,,,,
knit-rite-prosthetic-sock,,,,,,,,,Medium,,3-Ply,,Narrow,1S33NAMD,200,,,continue,manual,68.78,,TRUE,TRUE,,,,,,,,
knit-rite-prosthetic-sock,,,,,,,,,Medium,,5-Ply,,Wide,1S35WDMD,200,,,continue,manual,68.78,,TRUE,TRUE,,,,,,,,
knit-rite-prosthetic-sock,,,,,,,,,Medium,,3-Ply,,Regular,1S33RGMD,200,,,continue,manual,68.78,,TRUE,TRUE,,,,,,,,
knit-rite-prosthetic-sock,,,,,,,,,Medium,,3-Ply,,Wide,1S33WDMD,200,,,continue,manual,68.78,,TRUE,TRUE,,,,,,,,
knit-rite-prosthetic-sock,,,,,,,,,Medium,,5-Ply,,Narrow,1S35NAMD,200,,,continue,manual,68.78,,TRUE,TRUE,,,,,,,,
knit-rite-prosthetic-sock,,,,,,,,,Medium,,5-Ply,,Regular,1S35RGMD,200,,,continue,manual,68.78,,TRUE,TRUE,,,,,,,,
knit-rite-prosthetic-sock,,,,,,,,,Medium,,Lightweight,,Wide,1S31WDMD,200,,,continue,manual,68.78,,TRUE,TRUE,,,,,,,,
knit-rite-prosthetic-sock,,,,,,,,,Xshort,,3-Ply,,Regular,1S33RGXS,200,,,continue,manual,68.78,,TRUE,TRUE,,,,,,,,
knit-rite-prosthetic-sock,,,,,,,,,Xshort,,5-Ply,,Regular,1S35RGXS,200,,,continue,manual,68.78,,TRUE,TRUE,,,,,,,,
knit-rite-prosthetic-sock,,,,,,,,,Xshort,,3-Ply,,Regular w/ Hole,1S33SRXS,200,,,continue,manual,68.78,,TRUE,TRUE,,,,,,,,
knit-rite-prosthetic-sock,,,,,,,,,Xshort,,5-Ply,,Regular w/ Hole,1S35SRXS,200,,,continue,manual,68.78,,TRUE,TRUE,,,,,,,,
knit-rite-prosthetic-sock,,,,,,,,,Xshort,,Lightweight,,Regular w/ Hole,1S3SRGXS,200,,,continue,manual,68.78,,TRUE,TRUE,,,,,,,,
knit-rite-prosthetic-sock,,,,,,,,,Long,,3-Ply,,Wide w/ Hole,1S33SWLG,200,,,continue,manual,68.78,,TRUE,TRUE,,,,,,,,
knit-rite-prosthetic-sock,,,,,,,,,Long,,5-Ply,,Wide w/ Hole,1S35SWLG,200,,,continue,manual,68.78,,TRUE,TRUE,,,,,,,,
proflex-suspension-sleeve,Ottobock ProFlex Suspension Sleeve,"<h4>Product Overview</h4><p>The Ottobock ProFlex Suspension Sleeve provides secure suspension and a comfortable fit for prosthetic users. Made with flexible, durable material that helps maintain socket connection during daily activities.</p><h4>Key Features</h4><ul><li>Available in 3 colors: Black, Beige, Gray</li><li>3 sizes for optimal fit</li><li>Durable, flexible material</li><li>Provides reliable suspension</li></ul>",Ottobock,,Prosthetic Sleeve,"sleeve, prosthetic, ottobock, proflex, suspension",TRUE,Color,Black,Size,Size 1,,,453A30=1-7,300,,,continue,manual,263.95,,TRUE,TRUE,,https://www.spsco.com/media/catalog/product/p/r/proflex_sleeve_image.jpg,1,Ottobock ProFlex Suspension Sleeve,FALSE,Ottobock ProFlex Suspension Sleeve | AmpuMe,Shop Ottobock ProFlex Suspension Sleeve at AmpuMe. Quality prosthetic supplies shipped to your door.,active
proflex-suspension-sleeve,,,,,,,,,Black,,Size 2,,,453A30=2-7,300,,,continue,manual,263.95,,TRUE,TRUE,,,,,,,,
proflex-suspension-sleeve,,,,,,,,,Black,,Size 3,,,453A30=3-7,300,,,continue,manual,263.95,,TRUE,TRUE,,,,,,,,
proflex-suspension-sleeve,,,,,,,,,Beige,,Size 1,,,453A30=1-0,300,,,continue,manual,263.95,,TRUE,TRUE,,,,,,,,
proflex-suspension-sleeve,,,,,,,,,Beige,,Size 2,,,453A30=2-0,300,,,continue,manual,263.95,,TRUE,TRUE,,,,,,,,
proflex-suspension-sleeve,,,,,,,,,Beige,,Size 3,,,453A30=3-0,300,,,continue,manual,263.95,,TRUE,TRUE,,,,,,,,
proflex-suspension-sleeve,,,,,,,,,Gray,,Size 1,,,453A30=1,300,,,continue,manual,263.95,,TRUE,TRUE,,,,,,,,
proflex-suspension-sleeve,,,,,,,,,Gray,,Size 2,,,453A30=2,300,,,continue,manual,263.95,,TRUE,TRUE,,,,,,,,
proflex-suspension-sleeve,,,,,,,,,Gray,,Size 3,,,453A30=3,300,,,continue,manual,263.95,,TRUE,TRUE,,,,,,,,
alps-prosthetic-antiperspirant,ALPS Prosthetic Antiperspirant (4oz),<h4>Product Overview</h4><p>ALPS Prosthetic Antiperspirant helps manage perspiration between the residual limb and prosthetic liner. This 4oz formula is designed specifically for prosthetic users to improve liner adhesion and comfort.</p><h4>Key Features</h4><ul><li>4oz bottle</li><li>Formulated for prosthetic use</li><li>Helps improve liner adhesion</li><li>Reduces moisture and irritation</li></ul>,ALPS,,Prosthetic Accessory,"accessory, prosthetic, alps, antiperspirant, skin-care",TRUE,Title,Default Title,,,,,ATP008,150,,,continue,manual,13.44,,TRUE,TRUE,,https://www.spsco.com/media/catalog/product/a/l/alps_atp008_new_front.jpg,1,ALPS Prosthetic Antiperspirant,FALSE,ALPS Prosthetic Antiperspirant (4oz) | AmpuMe,Shop ALPS Prosthetic Antiperspirant (4oz) at AmpuMe. Quality prosthetic supplies shipped to your door.,active
